Descripción del Artículo,Precio Mayoreo,Proveedor,FE,FS,AHORRO
BECLOMETASONA DIPROPIONATO INHALADOR 250MCG/ 200 DOSIS KMPLUS,181.75,Insuaminca,0,0,0
BECUMED CREMA 5% X 80GR (PROVITAMINA B5) MEDICAMENTOS ASIA,128.01,Insuaminca,0,0,0
BEDUDERM CREMA 5% P/P 30 GR (DEXPANTENOL) JMW,45.83,Insuaminca,0,0,0
BEDUDERM LOCION 1% 200 ML (DEXPANTENOL) JMW,48.99,Insuaminca,0,0,0
BEHKACIN X 1 AMP 500MG/2ML (AMIKACINA) BEHRENS,37.14,Insuaminca,0,0,0
BELFAREN 50MG X20 (DICLOFENAC SODICO) BELFAR,12.64,Insuaminca,0,0,0
BENCIDAMINA 0.15% SOL TOPICA BUCAL X 120ML COFASA,62.9,Insuaminca,0,0,0
BENDAMEN 100MG X 6 TAB (MEBENDAZOL) SIEGFRIED,31.45,Insuaminca,0,0,0
BENFLUX 15MG/5ML JBE X 120 ML (AMBROXOL) ATRAL,46.62,Insuaminca,0,0,0
BENFLUX 30MG X 20TAB (AMBROXOL) POLINAC,64.01,Insuaminca,0,0,0
BENZODIAZOL S/ LIMON X 16 TAB MAST SIEGFRIED,41.88,Insuaminca,0,0,0
BENZODIAZOL S/ NARANJA X 16TAB MAST SIEGFRIED,41.88,Insuaminca,0,0,0
BENZODIAZOL S/ TUTTI FRUTTI X 16 TAB MAST SIEGFRIED,41.88,Insuaminca,0,0,0
BENZODIAZOL S/ TUTTI FRUTTI X 4 TAB MAST DISPENSADOR X 40 TIRAS SIEGFRIED,214.93,Insuaminca,0,0,0
BEPROSPEN 7MG/ML SUSPENSION INYECTABLE X 1 AMP BIOTECH,88.5,Insuaminca,0,0,0
BESILATO DE ANLODIPINO 10MG X 30COMP CIMED,21.34,Insuaminca,0,0,0
BETADERM PLUS CREMA TUBO 15 G BIOTECH,55.31,Insuaminca,0,0,0
BETADEX 0.1% (BETAMETASONA DIPIONATO) CREMA 15G LIALI,33.19,Insuaminca,0,0,0
BETADEX G (BETAMETASONA - GENTAMICINA) CREMA 15G LIALI,36.35,Insuaminca,0,0,0
BETADEX PLUS (BETA-GENTAMICINA-CLOTRIMAZOL) X CREMA 20G LIALI,41.88,Insuaminca,0,0,0
BETADUO JER PRELLANADA X 1ML (BETAMETASONA DIPROPINATO / BETAMETASONA FOSFATO) VIVAX,185.78,Insuaminca,0,0,0
BETAGEMER (BETAMETASONA 0.1% GENTAMICINA 0.1%)  BOOZ,31.61,Insuaminca,0,0,0
BETAGEN AMP 12MG/3ML (BETAMETASONA) BIOTECH,53.73,Insuaminca,0,0,0
BETAGEN AMP 4MG/1ML (BETAMETASONA) BIOTECH,36.35,Insuaminca,0,0,0
BETAGEN SOLSPEN INY AMPOLLA 1ML X 1 AMP BIOTECH,53.73,Insuaminca,0,0,0
BETAHISTINA 16 MG  X 10 TAB ARTE MEDICO,25.29,Insuaminca,0,0,0
BETAHISTINA 16MG X 20 TAB LA SANTE,94.82,Insuaminca,0,0,0
BETAMETASONA + GENTAMICINA + MICONAZOL + CLOROCRESOL CREMA X 15GR JL PHARMA,75.86,Insuaminca,0,0,0
BETAMETASONA 4MG/ML I.M/I.V BLISTER X10 AMP BRIXMEDIC,47.41,Insuaminca,0,0,0
BETAMETASONA 8MG/2ML I.M/I.V FARMIONNI,7.9,Insuaminca,0,0,0
"BETAMETASONA CREMA 0,05% X 20GR CLEO",33.19,Insuaminca,0,0,0
BETAMETASONA FOSFATO DISODICO AMP 4MG/1ML I.M/I.V BLISTER X 10 AMP JMW,55.31,Insuaminca,0,0,0
BETAMETASONA+CLOTRIMAZOL+NEOMICINA CREMA X 15 G ARTE MEDICO,25.29,Insuaminca,0,0,0
BETARRETIN 0.025% CREMA 30G (TRETINOINA) MEDIHEALTH,123.59,Insuaminca,0,0,0
BETARRETIN 0.05% 30G (TRETINOINA) MEDIHEALTH,150.14,Insuaminca,0,0,0
BEVINDAZOL 400MG/10ML SUSP (ALBENDAZOL) VINCENTI,28.45,Insuaminca,0,0,0
BICALUTAMINDA 150MG X30 TAB BRIXMEDIC,685.89,Insuaminca,0,0,0
BICARBONATO DE SODIO 5% 100ML BEHRENS,69.54,Insuaminca,0,0,0
BICARBONATO DE SODIO SOBRE 25G X 12 SOBRES RECETTEMARK,306.89,Insuaminca,0,0,0
BICARBONATO DE SODIO SOBRE DE 30GR X1 FARMAX,11.06,Insuaminca,0,0,0
BIOAFOLIC 5MG X 10 TAB CAJA X 20 BLISTER (ACIDO FOLICO) BIOVENEZUELA,85.34,Insuaminca,0,0,0
BIOAIR 10-5MG X 10 TAB (MONTELUKAST+DESLORATADINA) BIOVENEZUELA,43.46,Insuaminca,0,0,0
BIOALERCET 10MG X 10 TAB CAJA X 10 BLISTER BIOVENEZUELA,55.31,Insuaminca,0,0,0
BIOCAIN HIPERBARA AMP 0.05G/0.069G X 2ML ESPINAL CAJA X 10 AMP (LIDOCAINA - DEXTROSA) BIOGLASS,221.26,Insuaminca,0,0,0
BIOCLORFEN AMP 10MG/ML I.V-I.M CAJA X 10 AMP (CLORFENAMINA) BIOGLASS,63.22,Insuaminca,0,0,0
BIOCLORHEX JABON DESINFECTANTE 2%  X 200 ML HMD,138.41,Insuaminca,0,0,0
BIOCLORHEX SOLUCION DESINFECTANTE SPRAY 2% X 200 ML H.M.D,140.24,Insuaminca,0,0,0
BIOCOR 40MG X 30 TAB (OLMESARTAN) MCK,152.82,Insuaminca,0,0,0
"BIOCOR HCT 20 MG - 12,5 MG X 10 TAB (OLMESARTAN  / HIDROCLOROTIAZIDA) MCK",50.89,Insuaminca,0,0,0
"BIOCOR HCT 20 MG - 12,5 MG X 30 TAB (OLMESARTAN  / HIDROCLOROTIAZIDA) MCK",128.01,Insuaminca,0,0,0
"BIOCOR HCT 40 MG - 12,5 MG X 30 TAB (OLMESARTAN  / HIDROCLOROTIAZIDA) MCK",167.05,Insuaminca,0,0,0
BIOCUZOL (BETA+NEO+CLOTRI) CREMA 20G BIOVENEZUELA,44.25,Insuaminca,0,0,0
BIOFLAZACORT 30MG X 30 TAB (DEFLAZACORT) BIO-MERCY,144.61,Insuaminca,0,0,0
BIOFLOX 500MG X 7 TAB (LEVOFLOXACINA) BIO-MERCY,33.19,Insuaminca,0,0,0
BIOFLOX 750MG X 5 TAB (LEVOFLOXACINA) BIO-MERCY,33.5,Insuaminca,0,0,0
BIOGAVALINA 75MG X 30 TAB (PREGABALINA) BIO-MERCY,78.07,Insuaminca,0,0,0
BIOGEL GEL CONDUCTOR PARA ULTRASONIDO X 250 ML HMD,35.75,Insuaminca,0,0,0
BIOGRA 100MG X 4 TAB (SILDENAFIL) BIOVENEZUELA,17.38,Insuaminca,0,0,0
BIOGRAMAX X 4TAB (SILDENAFIL 50MG + DAPOXETINA 30MG) BIOVENEZUELA,32.4,Insuaminca,0,0,0
BIOLETISAN FORTE X 20 CAP. LETI,78.23,Insuaminca,0,0,0
BIONAPRIL 10MG X 30 TAB (ENALAPRIL) BIO-MERCY,22.44,Insuaminca,0,0,0
BIONAPRIL 20MG X 30 TAB (ENALAPRIL) BIO-MERCY,32.71,Insuaminca,0,0,0
BIONAPRIL 5 MG  X 30 TAB (ENALAPRIL) BIO-MERCY,27.66,Insuaminca,0,0,0
BIOPLATELET 75MG X 10 TAB CAJA X 10 BLISTER (CLOPIDOGREL) BIOVENEZUELA,126.43,Insuaminca,0,0,0
BIOPROFEN 200MG X 10TAB  (IBUPROFENO) CAJA X 10 BLISTER BIOVENEZUELA,79.02,Insuaminca,0,0,0
BIOS BARRA DERMOLIMPIADORA CLINE HERBAL  80G,29.33,Insuaminca,0,0,0
BIOS BARRA DERMOLIMPIADORA CLINE LAVANDA 80G,29.33,Insuaminca,0,0,0
BIOS BARRA DERMOLIMPIADORA NEUTRA X 90 GR,31.53,Insuaminca,0,0,0
BIOS BARRA DERMOLIMPIADORA PIEL GRASA X 90 GR,31.53,Insuaminca,0,0,0
BIOS BARRA DERMOLIMPIADORA PIEL SECA X 90 GR,31.53,Insuaminca,0,0,0
BIOS BIPROX LOCIÓN ESPUMOSA X 400 ML,221.82,Insuaminca,0,0,0
BIOS CHAMPU FORMULA ANTICAIDA X 200 ML,192.49,Insuaminca,0,0,0
BIOS CREMA HIDRATANTE Y RESTAURADORA X 120 ML,138.78,Insuaminca,0,0,0
BIOS CREMA LIMPIADORA HIDRATANTE X 60 GR,102.66,Insuaminca,0,0,0
BIOS MAX PROTECTOR SOLAR GEL SPF 50+ 120 CC.,309.82,Insuaminca,0,0,0
BIOS SCRUB GEL FACIAL HUMECTANTE X 120 ML,166.83,Insuaminca,0,0,0
BIOS SYNDET LIGHTFILL LOCION LIMPIADORA X 400 ML,199.83,Insuaminca,0,0,0
BIOS TÓNICO ANTICAIDA CAPILAR X 120 ML,117.33,Insuaminca,0,0,0
BIOSPIRINA 81MG X 100TAB FRASCO (ASPIRINA) BIOVENEZUELA,56.1,Insuaminca,0,0,0
BIOSULFIL 1% CREMA X 30GR (SULFADIAZINA DE PLATA) BIO-MERCY,61.95,Insuaminca,0,0,0
BIOTALOL 10MG X 30 COMP (BISOPROLOL) LETI,86.13,Insuaminca,0,0,0
BIOTALOL 2.5MG X 30 COMP (BISOPROLOL) LETI,56.1,Insuaminca,0,0,0
BIOTALOL 5MG X 30 COMP (BISOPROLOL) LETI,74.28,Insuaminca,0,0,0
BIOTAMSUL 0.4MG X 30 TAB (TAMSULOSINA) BIO-MERCY,55.47,Insuaminca,0,0,0
BIOTELMIC 40MG X 30 TAB (TELMISARTAN) BIO-MERCY,47.41,Insuaminca,0,0,0
BIOTELMIC 80MG X 30 TAB (TELMISARTAN) BIO-MERCY,79.02,Insuaminca,0,0,0
BIOTIOFEN 4MG-400MG X 10 TAB (TIOCOLCHICOSIDO + IBUPROFENO) BIOVENEZUELA,48.99,Insuaminca,0,0,0
BIOTOPIX PHOTOPROTECT SPF 50+ X 50GR LSI,376.74,Insuaminca,0,0,0
BIOTRIZINA 1% X 30G (SULFADIAZINA DE PLATA) BIO ESTERIL,53.73,Insuaminca,0,0,0
"BIOVITAL X 30CAP COSMELAB (CURCUMA,MORINGA, VIT E,SELENIO)",169.1,Insuaminca,0,0,0
BIOVITAMINAS X 10 TAB CAJA X 10 BLISTER BIOVENEZUELA,94.03,Insuaminca,0,0,0
BIPRIN 300 MG X 10 TAB (PIRIDOXINA VITAMINA B6) VIVAX,43.62,Insuaminca,0,0,0
BIPROLIL 2.5MG X 15 TAB (BISOPROLOL) VARGAS,44.57,Insuaminca,0,0,0
BIPROLIL 5MG X 15 TAB (BISOPROLOL) VARGAS,49.94,Insuaminca,0,0,0
BISACODILO 5MG X 10 TAB ARTE MEDICO,18.96,Insuaminca,0,0,0
BISOBLOC 10MG X 30 TAB (BISOPROLOL) GLOBAL FARMA,88.5,Insuaminca,0,0,0
BISOBLOC 5MX 30TAB (BIIOPROLOL) GLOBAL FARMA,71.12,Insuaminca,0,0,0
BISOBLOC HCT (BISOPROLOL 2.5MG + HCT 6.25MG) GLOBAL FARMA,93.24,Insuaminca,0,0,0
BISOPROLOL  5 MG X 10 TAB KLOMDAY,16.59,Insuaminca,0,0,0
BISOPROLOL + HIDROCLOTIAZIDA 2.5MG/6.25MG X 15 TAB ALESS,42.67,Insuaminca,0,0,0
BISOPROLOL 10MG X 20 COMPR GENVEN,62.43,Insuaminca,0,0,0
BISOPROLOL 10MG X 30 TAB ANGELUS,56.89,Insuaminca,0,0,0
"BISOPROLOL 2,5 MG X 30TAB LATTAN",41.09,Insuaminca,0,0,0
"BISOPROLOL 2,5MG X 20 COMPR GENVEN",37.93,Insuaminca,0,0,0
BISOPROLOL 5 MG X 10TAB CAJA X 10 BLISTER BRIXMEDIC,79.02,Insuaminca,0,0,0
BISOPROLOL 5MG X 20 COMPR GENVEN,33.98,Insuaminca,0,0,0
BISOPROLOL 5MG X 20 COMPR SPEFAR,34.93,Insuaminca,0,0,0
BISOPROLOL 5MG X 30 TAB LATTAN,52.15,Insuaminca,0,0,0
"BISOPROLOL FUMARATO 2,5 MG X 10 TAB KLOMDAY",15.8,Insuaminca,0,0,0
"BISOPROLOL FUMARATO 2,5 MG X 30 TAB NIO PHARMACEUTICAL",28.45,Insuaminca,0,0,0
BISOPROLOL HIDROCLOROTIAZIDA 10MG - 6.25MG X 20 COMPR SPEFAR,33.19,Insuaminca,0,0,0
BISOPROLOL HIDROCLOROTIAZIDA 5MG - 6.25MG X 20 COMPR SPEFAR,30.5,Insuaminca,0,0,0
"BISOPRUNI 2,5MG X 30TAB (BISOPROLOL) UNIPHARMA",33.19,Insuaminca,0,0,0
BISOPRUNI 5MG X 30TAB (BISOPROLOL) UNIPHARMA,47.41,Insuaminca,0,0,0
BLOCAX 8MG X 30 TAB (CANDESARTAN) BIOTECH,52.94,Insuaminca,0,0,0
"BLOCAX PLUS 16MG-12,5MG X 30 TAB (CANDESARTAN + HCT) BIOTECH",99.57,Insuaminca,0,0,0
BLOKXA 10MG X 14 TAB (RIVAROXABAN) MCK,60.37,Insuaminca,0,0,0
BLOKXA 15MG X 14 TAB (RIVAROXABAN) MCK,69.54,Insuaminca,0,0,0
BLOKXA 20MG X 14 TAB (RIVAROXABAN) MCK,188.86,Insuaminca,0,0,0
BODY SPRAY OLD SPICE FRESH SPRAY X 96GR P&G,82.5,Insuaminca,0,0,0
BODY SPRAY OLD SPICE LEÑA SPRAY X 96GR P&G,82.5,Insuaminca,0,0,0
BOLSA RECOLECTORA DE ORINA PEDIATRICA X 100ML BRIUTCARE,3.67,Insuaminca,0,0,0
BONAVEN LOCION LIMPIADORA X 120ML MEDIHEALTH,238.51,Insuaminca,0,0,0
BORAX SOBRE 20 G LYA,22.28,Insuaminca,0,0,0
BORAX X 25 GRS CAJ X 12 SOBRE RECETTE MARK,178.74,Insuaminca,0,0,0
BOROCANFOR CREMA PLUS 80 GR VITA,58.66,Insuaminca,0,0,0
BRAGUERO P/ HERNIAS T-S BEIGE FORMA ELASTICA,608.64,Insuaminca,0,0,0
BRAL 500MG DISPENSADOR X 100 TAB BIOTECH,246.54,Insuaminca,0,0,0
BREXIN 100MG/ML GOTAS X 15ML (ACETAMINOFEN) COFASA,39.35,Insuaminca,0,0,0
BREXIN FORTE 650MG X 10 TAB (ACETAMINOFEN) COFASA,30.82,Insuaminca,0,0,0
BREXIN JBE 180MG/5ML X 120 ML (ACETAMINOFEN) COFASA,37.3,Insuaminca,0,0,0
BRIMONID GTA OFT 0.2% X 5ML (BRIMONIDINA) PRISM,71.12,Insuaminca,0,0,0
"BRIMOPRESS 0,2 SOL. X 5 ML (BRIMONIDINA) POEN",176.06,Insuaminca,0,0,0
BRIXFLU JBE  125MG/1MG-5 ML X 120ML (ACETAMINOFEN Y CLORFENIRAMINA) BRIXMEDIC,83.76,Insuaminca,0,0,0
BRODILIN 0.005 MG/5ML JBE X 120 ML (CLENBUTEROL) ZUOZ PHARMA,79.34,Insuaminca,0,0,0
BROLAT 5MG-30MG X 10 TAB (AMBROXOL - LORATADINA) SIEGFRIED,45.83,Insuaminca,0,0,0
BROMEXINA 4MG/5ML JBE PED X 100ML COFASA,60.06,Insuaminca,0,0,0
BROMHEXINA 4MG/5ML X 120ML  SOL. ORAL LA SANTE,40.3,Insuaminca,0,0,0
BROMURO DE IPRATROPIO 20MCG / 200DOSIS DISTRILAB,188.07,Insuaminca,0,0,0
BROMURO DE ROCURONIO 50MG/5ML I.V AMP  BIOSANO (REFRIGERADO),107.47,Insuaminca,0,0,0
BROMURO DE ROCURONIO 50MG/5ML VITALIS (REFRIGERADO),126.43,Insuaminca,0,0,0
BROXOL ALERG PED/ADULT  100 CC LA SANTE,69.54,Insuaminca,0,0,0
BROXOL FLEM ADULTO JARABE 120 CC LA SANTE,89.29,Insuaminca,0,0,0
BROXOL FLEM JBE PED 100MG/5ML X 120ML (S-CARBOXIMETILCISTEINA) LA SANTE,69.54,Insuaminca,0,0,0
BROXOL GRIP GOTAS PEDIATRICO SABOR CEREZA 30ML LA SANTE,29.24,Insuaminca,0,0,0
BROXOL GRIP JBE PED X 120ML LA SANTE,49.78,Insuaminca,0,0,0
BROXOL TOS ADULTO JBE 120 ML LA SANTE,67.17,Insuaminca,0,0,0
BROXOL TOS JBE PED X 120 ML LA SANTE,59.26,Insuaminca,0,0,0
BRUCEN ADULTCARE CREMA DERMOPROTECTORA ADULTO 100GR BRUPHARM,107.06,Insuaminca,0,0,0
BRUCEN ANTI ACNE PH 5.5 SYNDET LOCION LIMPIADORA FACIAL X 120GR PASO 1,112.2,Insuaminca,0,0,0
BRUCEN CREMA DE MANOS CON PROTECTOR SOLAR Y COLAGENO 50 GR BRUPHARM,72.41,Insuaminca,0,0,0
BRUCEN CREMA DE MANOS CON PROTECTOR SOLAR Y VIT E 50GR BRUPHARM,68.75,Insuaminca,0,0,0
BRUCEN HYDRO MATT GEL HIDRATANTE PARA PIELES GRASAS 120ML BRUPHARM,102.66,Insuaminca,0,0,0
BRUCEN PANTALLA SOLAR PARA ROSTRO Y CUELLO 50GR BRUPHARM,144.83,Insuaminca,0,0,0
BRUCETIN KIDS LOTION 200 ML BRUPHARM,118.25,Insuaminca,0,0,0
BRUDOL 200MG-65MG X 20 COMPR (IBUPROFENO-CAFEINA) ELMOR,33.19,Insuaminca,0,0,0
BRUDOL 400MG-65MG X 20 COMPR (IBUPROFENO-CAFEINA) ELMOR,45.83,Insuaminca,0,0,0
BRUGESIC 200MG X 10 COMPR (IBUPROFENO) ELMOR,18.96,Insuaminca,0,0,0
BRUGESIC 400MG X 10 COMPR (IBUPROFENO) ELMOR,12.64,Insuaminca,0,0,0
BRUGESIC 600MG X 10 COMPR (IBUPROFENO) ELMOR,37.14,Insuaminca,0,0,0
BRUGESIC FORTE SUSP 200MG/5ML X 60ML (IBUPROFENO) ELMOR,35.56,Insuaminca,0,0,0
BRUGESINA 300MG/10MG X 10 COMPR (IBUPROFENO-HIOSCINA) ELMOR,39.51,Insuaminca,0,0,0
BUCOXOL GAR SOL ORAL FRUTOS ROJOS X 120ML PHARMETIQUE,41.09,Insuaminca,0,0,0
BUCOXOL GAR SOL ORAL MENTA X 120ML PHARMETIQUE,41.09,Insuaminca,0,0,0
BUCOXOL GAR SOL ORAL MIEL Y LIMON X 120ML PHARMETIQUE,41.09,Insuaminca,0,0,0
BUDENAS 32MCG/DOSIS GOTAS NASAL (BUDESONIDA) OFTALMI,90.56,Insuaminca,0,0,0
BUDENAS SUSP PARA ATOMIZACION NASAL 100MCG / DOSIS 200 DOSIS (BUDESONIDA) OFTALMI,84.08,Insuaminca,0,0,0
BUDEPLUS 200MCG - 6MCG (BUDESONIDA-FORMOTEROL) MALLEN,413.27,Insuaminca,0,0,0
BUDESONIDA INHALADOR 200MCG X 200 DOSIS MEDRIKHA,154.88,Insuaminca,0,0,0
BUMETIN RETARD 300MG X 20 TAB (TRIMEBUTINA) PHARMETIQUE,103.52,Insuaminca,0,0,0
BUSDOL COMPOSITUM 10MG-500MG X 10 TAB CAJA X 10 BLISTER (HIOSCINA-PARACETAMOL) PORTUGAL,474.12,Insuaminca,0,0,0
BUTROPINA 5MG/ML GOTAS PED X 20ML (N-BUTILBROMURO DE HIOSCINA) VINCENTI,74.28,Insuaminca,0,0,0
C-1000 ZINC IMMUNE 90 CAP NOW DE VENEZUELA,328.72,Insuaminca,0,0,0
CABERGUNI 0.5MG X 4TAB (CABERGOLINA) UNIPHARMA,132.75,Insuaminca,0,0,0
CALCIO CON VITAMINA D3 X 10 TAB (250MG+125UI) CAJA X 10 BLISTER LAND,123.27,Insuaminca,0,0,0
CALCIO VERA 600MG X 50 CAP PRIMAVERA MAF,88.5,Insuaminca,0,0,0
CALMAZC VERA 500MG X 30 CAP PRIMAVERA MAF,99.57,Insuaminca,0,0,0
"CALMOX 7,5 MG X 10 TAB (MELOXICAN) SIEGFRIED",33.19,Insuaminca,0,0,0
CALOXPIRINA 81MG X 30TAB (ACIDO ACETILSALICILICO) CALOX,39.83,Insuaminca,0,0,0
CALZINC D SUSP ORAL X 240ML (CALCIO - VIT D - ZINC) BIOFARCO,82.18,Insuaminca,0,0,0
CAMPAL 50 MG X 20 TAB (DICLOFENAC SODICO) SIEGFRIED,27.97,Insuaminca,0,0,0
CANDER 8MG X 30 TAB (CANDESARTAN) VALMORCA,109.68,Insuaminca,0,0,0
"CANDER HCT 16MG / 12,5MG X 30 TAB (CANDESARTAN / HIDROCLOROTIAZIDA) VALMORCA",153.14,Insuaminca,0,0,0
"CANDER HCT 8MG / 12,5MG X 30 TAB (CANDESARTAN / HIDROCLOROTIAZIDA) VALMORCA",106.84,Insuaminca,0,0,0
CANDESARTAN CILEXETILO 16MG X 10TAB LA SANTE,43.46,Insuaminca,0,0,0
CANDESARTAN CILEXETILO 8MG X 30 TAB LA SANTE,71.91,Insuaminca,0,0,0
CANELA EN CONCHA SOBRE 10 G LYA,33.98,Insuaminca,0,0,0
CANFIR L.P 500MG X 30 COMP (METFORMINA) LETI,66.38,Insuaminca,0,0,0
CANFIR L.P 750MG X 30 COMP (METFORMINA CLORHIDRATO) LETI,67.96,Insuaminca,0,0,0
"CANISON BN 1% - 0,5%-0,025% CREMA X 15G AGIO",57.68,Insuaminca,0,0,0
CANULA NASAL DE OXIGENO PEDIATRICO X 1 MC MEDICAL,11.0,Insuaminca,0,0,0
CAPLENAL 25MG X 10CAP (DEXKETOPROFENO) LAFAGE,165.47,Insuaminca,0,0,0
CAPTOPRIL 25MG X 20 TAB KIMICEG,30.03,Insuaminca,0,0,0
CAPTOPRIL 25MG X 20 TAB LA SANTE,24.5,Insuaminca,0,0,0
CAPTOPRIL 25MG X 30 TAB CALOX,33.98,Insuaminca,0,0,0
CAPTOPRIL 25MG X 30TAB GENVEN,31.61,Insuaminca,0,0,0
CAPTOPRIL 50MG X 10 TAB CAJA X 10 BLISTER LARK,134.33,Insuaminca,0,0,0
CAPTOPRIL 50MG X 10 TAB CALOX,18.65,Insuaminca,0,0,0
CAPTOPRIL 50MG X 30 TAB CALOX,46.15,Insuaminca,0,0,0
CARBAMAZEPINA 200MG X 14 TAB LATTAN,30.82,Insuaminca,0,0,0
CARBAMAZEPINA 200MG X 20 TAB DAC55,36.98,Insuaminca,0,0,0
CARBAMAZEPINA 200MG X 20 TAB GENCER,55.47,Insuaminca,0,0,0
CARBAMAZEPINA 200MG X 30 COM GENVEN,77.44,Insuaminca,0,0,0
CARBAMAZEPINA 400MG X 10TAB CAJA X 10 BLISTER LAND,389.57,Insuaminca,0,0,0
CARBIDOPA + LEVODOPA 25MG + 250MG X 10 TAB CAJA X 10 BLISTER LAND,572.9,Insuaminca,0,0,0
CARBIDOPA+LEVODOPA 25MG/250MG X 30 TAB GENFAR,110.63,Insuaminca,0,0,0
CARBILEV 250MG/25MG X 10 TAB (LEVODOPA-CARBIDOPA)  CAJA X 10 BLISTER PRISM,347.69,Insuaminca,0,0,0
CARBONATO DE LITIO 300MG X 30 TAB NIO PHARMACEUTICAL,48.99,Insuaminca,0,0,0
CARBOPLATINO 150MG/15ML I.V. X1 AMP BRIXMEDIC,464.64,Insuaminca,0,0,0
CARBOPLATINO 450MG/45ML I.V. X1 AMP BRIXMEDIC,1039.9,Insuaminca,0,0,0
CARDERAL 2.5MG (BISOPROLOL) X 10 TAB X CAJA 10 BLISTER PRISM,134.33,Insuaminca,0,0,0
CARDERAL 5 MG X 10 TAB CAJA X 10 BLISTER (BISOPROLOL) PRISM,259.19,Insuaminca,0,0,0
CARDIPIRINA 80MG X 30 TAB (ACIDO ACETILSALICILICO) ZUOZ,33.66,Insuaminca,0,0,0
"CARDOZ 6,25MG X 28 TAB (CARVEDILOL) IPCA",67.96,Insuaminca,0,0,0
CARNISIN SOL ORAL1G/10ML X 180ML (LEVOCARNITINA) LETI,113.0,Insuaminca,0,0,0
CARRE AVELLANAS CAJA 10UNDS x 1000GR NESTLE,503.13,Insuaminca,0,0,0
CARTUCHO GILLETTE FUSION 5 PROSHIELD X 4 UNDS P&G,336.4,Insuaminca,0,0,0
CARTUCHO GILLETTE MACH3 X 2 UNDS P&G,142.99,Insuaminca,0,0,0
CARTUCHO VENUS X 2 UNDS GILLETTE,141.16,Insuaminca,0,0,0
CARTUCHOS LADY KODAK PREMIUM RAZOR 5,153.99,Insuaminca,0,0,0
CARVEDIL (CARVEDILOL) 25 MG x 30 TAB BEHRENS,145.4,Insuaminca,0,0,0
"CARVEDIL (CARVEDILOLl) 6,25 mg x 30 TAB BEHRENS",80.6,Insuaminca,0,0,0
"CARVEDIL(CARVEDILOL) 12,5 MG x 30 TAB BEHRENS",123.9,Insuaminca,0,0,0
"CARVEDILOL 12,5MG X 10TAB CAJA X 10 BLISTER LAND",118.53,Insuaminca,0,0,0
"CARVEDILOL 12,5MG X 10TAB VERMA",56.58,Insuaminca,0,0,0
"CARVEDILOL 12,5MG X 15 COMPR GENVEN",22.13,Insuaminca,0,0,0
"CARVEDILOL 12,5MG X 20 TAB KIMICEG",65.59,Insuaminca,0,0,0
"CARVEDILOL 12,5MG X 30 TAB LA SANTE",62.43,Insuaminca,0,0,0
"CARVEDILOL 12,5MG X 30TAB LAB BUKA",42.67,Insuaminca,0,0,0
CARVEDILOL 12.5MG  X 10 COMPR SPEFAR,28.13,Insuaminca,0,0,0
CARVEDILOL 12.5MG X 10 TAB CAJA X 10 BLISTER BRIXMEDIC,199.13,Insuaminca,0,0,0
CARVEDILOL 12.5MG X 14 TAB CALOX,30.19,Insuaminca,0,0,0
CARVEDILOL 12.5MG X 30 TAB NOVA QUIMICA,44.25,Insuaminca,0,0,0
CARVEDILOL 25MG X 10 TAB CAJA X 10 BLISTER LAND,158.04,Insuaminca,0,0,0
CARVEDILOL 25MG X 14 TAB CALOX,49.31,Insuaminca,0,0,0
CARVEDILOL 25MG X 20 TAB KIMICEG,48.2,Insuaminca,0,0,0
"CARVEDILOL 6,25 MG X 20 TAB KIMICEG",53.73,Insuaminca,0,0,0
"CARVEDILOL 6,25MG X 10 TAB CAJA X 10 BLISTER LAND",99.57,Insuaminca,0,0,0
"CARVEDILOL 6,25MG X 15 COMPR GENVEN",17.38,Insuaminca,0,0,0
"CARVEDILOL 6,25MG X 30 TAB LA SANTE",52.15,Insuaminca,0,0,0
CARVEDILOL 6.25MG  X 20 COMPR SPEFAR,42.67,Insuaminca,0,0,0
CARVEDILOL 6.25MG X 14 TAB CALOX,25.6,Insuaminca,0,0,0
"CARVIHEM 6,25MG X 30TAB (CARVEDILOL) ADN MEDICAL",27.66,Insuaminca,0,0,0
CARVIX X 30CAP BLANDAS (ACIDO FOLICO / VIT B6 / VIT 12) VIVAX,56.58,Insuaminca,0,0,0
CATETER I.V 18 CAJA X 50 UNDS PLUSMEDIC,395.1,Insuaminca,0,0,0
CATETER I.V NRO 18G (JELCO) GDG GIDAGUS,9.48,Insuaminca,0,0,0
CATETER INTRAVENOSO 18G (JELCO) CAJA X 50 UNDS VEINCARE,316.08,Insuaminca,0,0,0
CEBADA X 25 GRS CAJ X 12 SOBRE RECETTE MARK,154.09,Insuaminca,0,0,0
CEBION 1GR X 10 TAB EFERV. (VITAMINA C) MERCK,99.57,Insuaminca,0,0,0
CEBION 500MG X 12 TAB MAST MERCK,50.57,Insuaminca,0,0,0
CEFADROXILO 250 MG/5ML SUSP X 60 ML KMPLUS,60.85,Insuaminca,0,0,0
CEFADROXILO 500 MG X 12 TAB CALOX,91.66,Insuaminca,0,0,0
CEFALEXINA 500 MG X 10 TAB BUKA,55.31,Insuaminca,0,0,0
CEFALEXINA 500MG X 10 CAP CAJA X 10 BLISTER BRIXMEDIC,489.92,Insuaminca,0,0,0
